ページタイトル,施設ジャンル,施設、場所、イベントの名称（読み）,郵便番号,住所,ビル名,フロア数,緯度,経度
寒川小学校,備蓄倉庫,サムガワショウガッコウ,,千葉県千葉市中央区寒川町1－205,,,35.597317,140.121804
院内小学校,備蓄倉庫,インナイショウガッコウ,,千葉県千葉市中央区祐光1－25－3,,,35.615512,140.125796
蘇我小学校,備蓄倉庫,ソガショウガッコウ,,千葉県千葉市中央区今井3－15－32,,,35.578211,140.131263
都小学校,備蓄倉庫,ミヤコショウガッコウ,,千葉県千葉市中央区都町1129,,,35.612507,140.144835
松ヶ丘小学校,備蓄倉庫,マツガオカショウガッコウ,,千葉県千葉市中央区松ヶ丘町580,,,35.586438,140.155405
川戸小学校,備蓄倉庫,カワドショウガッコウ,,千葉県千葉市中央区川戸町450,,,35.584782,140.167967
星久喜小学校,備蓄倉庫,ホシクキショウガッコウ,,千葉県千葉市中央区星久喜町1060,,,35.596806,140.146688
生浜西小学校,備蓄倉庫,オイハマニシショウガッコウ,,千葉県千葉市中央区塩田町316－1,,,35.558963,140.131289
青葉の森公園,備蓄倉庫,アオバノモリコウエン,,千葉県千葉市中央区青葉町654,,,35.595366,140.144497
蘇我コミュニティセンター,備蓄倉庫,ソガコミュニティセンター,,千葉県千葉市中央区今井1－14－35,,,35.582837,140.12947
千葉公園,備蓄倉庫,チバコウエン,,千葉県千葉市中央区弁天4－1,,,35.620106,140.117007
消防合同庁舎,備蓄倉庫,ショウボウゴウドウチョウシャ,,千葉県千葉市中央区長洲1－2－1,,,35.603721,140.120796
千葉市役所,備蓄倉庫,チバシヤクショ,,千葉県千葉市中央区千葉港1－1,,,35.607361,140.106424
花見川消防署,備蓄倉庫,ハナミガワショウボウショ,,千葉県千葉市花見川区犢橋町107－2,,,35.669877,140.111325
花見川区役所,備蓄倉庫,ハナミガワクヤクショ,,千葉県千葉市花見川区瑞穂1－1,,,35.663319,140.068624
花島公園センター,備蓄倉庫,ハナシマコウエンセンター,,千葉県千葉市花見川区花島町308,,,35.681656,140.097138
朝日ヶ丘小学校,備蓄倉庫,アサヒガオカショウガッコウ,,千葉県千葉市花見川区朝日ヶ丘2－6－1,,,35.659229,140.085505
上の台小学校,備蓄倉庫,ウエノダイショウガッコウ,,千葉県千葉市花見川区幕張本郷4－8－1,,,35.668121,140.050455
さつきが丘東小学校,備蓄倉庫,サツキガオカヒガシショウガッコウ,,千葉県千葉市花見川区さつきが丘1－7,,,35.663923,140.099185
花見川第三小学校,備蓄倉庫,ハナミガワダイサンショウガッコウ,,千葉県千葉市花見川区花見川1－1,,,35.685277,140.088844
花見川第二小学校,備蓄倉庫,ハナミガワダイニショウガッコウ,,千葉県千葉市花見川区花見川6－1,,,35.688791,140.101329
長作小学校,備蓄倉庫,ナガサクショウガッコウ,,千葉県千葉市花見川区長作町1273,,,35.684214,140.073743
幕張小学校,備蓄倉庫,マクハリショウガッコウ,,千葉県千葉市花見川区幕張町4－781,,,35.661884,140.053739
横戸小学校,備蓄倉庫,ヨコドショウガッコウ,,千葉県千葉市花見川区横戸町1005,,,35.696165,140.120359
犢橋小学校,備蓄倉庫,コテハシショウガッコウ,,千葉県千葉市花見川区犢橋町774,,,35.67297,140.108168
検見川小学校,備蓄倉庫,ケミガワショウガッコウ,,千葉県千葉市花見川区検見川町3－322－23,,,35.648881,140.068613
稲毛消防署,備蓄倉庫,イナゲショウボウショ,,千葉県千葉市稲毛区穴川4－12－2,,,35.635962,140.106574
都賀小学校,備蓄倉庫,ツガショウガッコウ,,千葉県千葉市稲毛区作草部町938,,,35.629152,140.120068
園生小学校,備蓄倉庫,ソンノウショウガッコウ,,千葉県千葉市稲毛区小仲台9－30－1,,,35.647279,140.097899
稲丘小学校,備蓄倉庫,イナオカショウガッコウ,,千葉県千葉市稲毛区稲丘町19－30,,,35.632606,140.088013
弥生小学校,備蓄倉庫,ヤヨイショウガッコウ,,千葉県千葉市稲毛区弥生町3－18,,,35.625803,140.101136
緑町小学校,備蓄倉庫,ミドリマチショウガッコウ,,千葉県千葉市稲毛区緑町2－13－1,,,35.623442,140.097753
山王小学校,備蓄倉庫,サンノウショウガッコウ,,千葉県千葉市稲毛区山王町121,,,35.665341,140.142685
千草台小学校,備蓄倉庫,チグサダイショウガッコウ,,千葉県千葉市稲毛区天台5－11－1,,,35.638225,140.116007
宮野木小学校,備蓄倉庫,ミヤノギショウガッコウ,,千葉県千葉市稲毛区宮野木町2100,,,35.658964,140.109734
草野小学校,備蓄倉庫,クサノショウガッコウ,,千葉県千葉市稲毛区園生町1385,,,35.65317,140.125533
長沼町公園,備蓄倉庫,ナガヌマチョウコウエン,,千葉県千葉市稲毛区長沼町255－1,,,35.656597,140.113163
千城台南小学校,備蓄倉庫,チシロダイミナミショウガッコウ,,千葉県千葉市若葉区千城台南1－19－1,,,35.618273,140.189326
小倉台公園,備蓄倉庫,オグラダイコウエン,,千葉県千葉市若葉区小倉台4－7,,,35.629289,140.170582
更科小学校,備蓄倉庫,サラシナショウガッコウ,,千葉県千葉市若葉区更科町2073,,,35.619293,140.228021
若松小学校,備蓄倉庫,ワカマツショウガッコウ,,千葉県千葉市若葉区若松町360－1,,,35.640785,140.16792
白井小学校,備蓄倉庫,シライショウガッコウ,,千葉県千葉市若葉区野呂町215,,,35.580907,140.230974
大宮小学校,備蓄倉庫,オオミヤショウガッコウ,,千葉県千葉市若葉区大宮台7－8－1,,,35.596181,140.182235
桜木小学校,備蓄倉庫,サクラギショウガッコウ,,千葉県千葉市若葉区桜木3－26－1,,,35.621105,140.159517
千城台北小学校,備蓄倉庫,チシロダイキタショウガッコウ,,千葉県千葉市若葉区千城台北1－4－1,,,35.628698,140.18372
若葉区役所,備蓄倉庫,ワカバクヤクショ,,千葉県千葉市若葉区桜木北2－1－1,,,35.634009,140.155655
みつわ台南小学校,備蓄倉庫,ミツワダイミナミショウガッコウ,,千葉県千葉市若葉区みつわ台1－17－1,,,35.633998,140.130817
泉市民センター,備蓄倉庫,イズミシミンセンター,,千葉県千葉市若葉区高根町963－4,,,35.594083,140.220615
若葉消防署殿台出張所,備蓄倉庫,ワカバショウボウショトノダイシュッチョウジョ,,千葉県千葉市若葉区殿台町436－4,,,35.631732,140.125666
誉田小学校,備蓄倉庫,ホンダショウガッコウ,,千葉県千葉市緑区誉田町1－27,,,35.549554,140.204475
土気小学校,備蓄倉庫,トケショウガッコウ,,千葉県千葉市緑区土気町1634－2,,,35.531626,140.273411
越智小学校,備蓄倉庫,オチショウガッコウ,,千葉県千葉市緑区越智町705－359,,,35.532181,140.237031
泉谷小学校,備蓄倉庫,イズミヤショウガッコウ,,千葉県千葉市緑区おゆみ野中央4－3,,,35.554272,140.17359
土気南小学校,備蓄倉庫,トケミナミショウガッコウ,,千葉県千葉市緑区あすみが丘4－16,,,35.523073,140.265018
大椎小学校,備蓄倉庫,オオジショウガッコウ,,千葉県千葉市緑区あすみが丘6－38,,,35.514374,140.26234
有吉小学校,備蓄倉庫,アリヨシショウガッコウ,,千葉県千葉市緑区おゆみ野1－53,,,35.56129,140.166093
土気市民センター,備蓄倉庫,トケシミンセンター,,千葉県千葉市緑区土気町1634,,,35.530758,140.27324
緑消防署,備蓄倉庫,ﾐﾄﾞﾘｼｮｳﾎﾞｳｼｮ,,千葉県千葉市緑区おゆみ野3－15－1,,,35.559974,140.175015
美浜消防署,備蓄倉庫,ミハマショウボウショ,,千葉県千葉市美浜区真砂5－15－6,,,35.640607,140.063637
幸町第三小学校,備蓄倉庫,サイワイチョウダイサンショウガッコウ,,千葉県千葉市美浜区幸町1－10－1,,,35.61127,140.099009
旧幸町第四小学校（工事中）,備蓄倉庫,キュウサイワイチョウダイヨンショウガッコウ,,千葉県千葉市美浜区幸町2－12－12,,,35.621654,140.090536
高洲第三小学校,備蓄倉庫,タカスダイサンショウガッコウ,,千葉県千葉市美浜区高洲3－3－11,,,35.626726,140.074168
幕張西小学校,備蓄倉庫,マクハリニシショウガッコウ,,千葉県千葉市美浜区幕張西2－8－1,,,35.664865,140.038036
真砂第五小学校,備蓄倉庫,マサゴダイゴショウガッコウ,,千葉県千葉市美浜区真砂1－12－15,,,35.632619,140.069148
高浜第一小学校,備蓄倉庫,タカハマダイイチショウガッコウ,,千葉県千葉市美浜区高浜1－4－1,,,35.61987,140.075894
旧高浜第二小学校（跡施設）,備蓄倉庫,キュウタカハマダイニショウガッコウ,,千葉県千葉市美浜区高浜3－3－1,,,35.620969,140.066996
稲浜小学校,備蓄倉庫,イナハマショウガッコウ,,千葉県千葉市美浜区稲毛海岸2－3－2,,,35.629948,140.084343
磯辺小学校,備蓄倉庫,イソベショウガッコウ,,千葉県千葉市美浜区磯辺4－16－1,,,35.631764,140.058101
打瀬小学校,備蓄倉庫,ウタセショウガッコウ,,千葉県千葉市美浜区打瀬1－3－1,,,35.642022,140.047293
真砂東小学校,備蓄倉庫,マサゴヒガシショウガッコウ,,千葉県千葉市美浜区真砂2－13－1,,,35.637693,140.066847
高等特別支援学校,備蓄倉庫,コウトウトクベツシエンガッコウ,,千葉県千葉市美浜区真砂5－18－1,,,35.6440161,140.06152
末広中学校,備蓄倉庫,スエヒロチュウガッコウ,,千葉県千葉市中央区末広2－10－1,,,35.5965243,140.126869
フクダ電子アリーナ,備蓄倉庫,フクダデンシアリーナ,,千葉県千葉市中央区川崎町1－20,,,35.578557,140.123599
若葉消防署,備蓄倉庫,ワカバショウボウショ,,千葉県千葉市若葉区金親町244－1,,,35.616628,140.201533
緑区役所,備蓄倉庫,ミドリクヤクショ,,千葉県千葉市緑区おゆみ野3－15－3,,,35.560894,140.176127
おゆみ野南小学校,備蓄倉庫,オユミノミナミショウガッコウ,,千葉県千葉市緑区おゆみ野南4－26,,,35.5444185,140.1679
市民会館,広報無線,シミンカイカン,,千葉県千葉市中央区要町1－1,,,35.615425,140.120277
旧更科小学校下田分校,広報無線,キュウサラシナショウガッコウシモダブンコウ,,千葉県千葉市若葉区下田町573,,,35.640134,140.215084
更科小学校富田分校,広報無線,サラシナショウガッコウトミタブンコウ,,千葉県千葉市若葉区富田町83,,,35.600151,140.237718
北貝塚小学校,広報無線,キタカイヅカショウガッコウ,,千葉県千葉市若葉区貝塚町1093,,,35.628665,140.145034
土気中学校,広報無線,トケチュウガッコウ,,千葉県千葉市緑区土気町1400,,,35.54135,140.272533
菰池公園,広報無線,コモイケコウエン,,千葉県千葉市中央区宮崎2－4,,,35.583298,140.135199
御成台公園,広報無線,オナリダイコウエン,,千葉県千葉市若葉区御成台3－1182－2,,,35.636263,140.200829
小倉台公園,広報無線,オグラダイコウエン,,千葉県千葉市若葉区小倉台4－7,,,35.629289,140.170582
千葉工業高等学校,広報無線,チバコウギョウコウトウガッコウ,,千葉県千葉市中央区今井町1478,,,35.56968,140.142408
花島小学校,広報無線,ハナシマショウガッコウ,,千葉県千葉市花見川区花見川8－1,,,35.6837916,140.095063
園生小学校,広報無線,ソンノウショウガッコウ,,千葉県千葉市稲毛区小仲台9－30－1,,,35.647279,140.097899
山王小学校,広報無線,サンノウショウガッコウ,,千葉県千葉市稲毛区山王町121,,,35.665341,140.142685
千草台小学校,広報無線,チグサダイショウガッコウ,,千葉県千葉市稲毛区天台5－11－1,,,35.638225,140.116007
宮野木小学校,広報無線,ミヤノギショウガッコウ,,千葉県千葉市稲毛区宮野木町2100,,,35.658964,140.109734
柏台小学校,広報無線,カシワダイショウガッコウ,,千葉県千葉市稲毛区園生町588,,,35.648613,140.10734
稲毛中学校,広報無線,イナゲチュウガッコウ,,千葉県千葉市稲毛区稲毛町5－120,,,35.643927,140.0821
小園公園,広報無線,オゾノコウエン,,千葉県千葉市稲毛区小仲台4－2,,,35.63838,140.102413
新宿小学校,広報無線,シンジュクショウガッコウ,,千葉県千葉市中央区新宿2－15－1,,,35.607909,140.114303
蘇我小学校,広報無線,ソガショウガッコウ,,千葉県千葉市中央区今井3－15－32,,,35.578211,140.131263
